family,species,category,invasiveness,growth_type,topography
Orchidaceae,Gastrodia elata,native,N,herbaceous,valley_flatland
Orchidaceae,Gastrodia elata,native,N,herbaceous,upper_slope
Fabaceae,Hylodesmum podocarpum subsp. oxyphyllum,native,N,herbaceous,upper_slope
Amaranthaceae,Achyranthes bidentata var. japonica,native,N,herbaceous,lower_slope
Rubiaceae,Galium odoratum,native,N,herbaceous,upper_slope
Violaceae,Viola tokubuchiana var. takedana,native,N,herbaceous,valley_flatland
Asteraceae,Saussurea grandifolia,native,N,herbaceous,valley_flatland
Caryophyllaceae,Silene firma,native,N,herbaceous,ridge_summit
Asteraceae,Artemisia montana,native,N,herbaceous,ridge_summit
Scrophulariaceae,Scrophularia koraiensis,native,N,herbaceous,valley_flatland
Liliaceae,Disporum uniflorum,native,N,herbaceous,valley_flatland
Liliaceae,Veratrum versicolor f. viride,native,N,herbaceous,ridge_summit
Liliaceae,Lilium tsingtauense,native,N,herbaceous,ridge_summit
Fabaceae,Hylodesmum oldhamii,native,N,herbaceous,upper_slope
Gentianaceae,Gentiana squarrosa,native,N,herbaceous,ridge_summit
Fabaceae,Vicia cracca,native,N,herbaceous,ridge_summit
Saxifragaceae,Astilbe chinensis,native,N,herbaceous,ridge_summit
Lindsaeaceae,Odontosoria chinensis,native,N,herbaceous,lower_slope
Poaceae,Calamagrostis pseudophragmites,native,N,herbaceous,lower_slope
Lamiaceae,Salvia chanryoenica,native,N,herbaceous,valley_flatland
Rubiaceae,Rubia cordifolia,native,N,herbaceous,upper_slope
Asteraceae,Cirsium setidens,native,N,herbaceous,valley_flatland
Apiaceae,Cymopterus melanotilingia,native,N,herbaceous,valley_flatland
Aristolochiaceae,Asarum versicolor,native,N,herbaceous,valley_flatland
Apocynaceae,Cynanchum atratum,native,N,herbaceous,ridge_summit
Araceae,Pinellia ternata,native,N,herbaceous,valley_flatland
Valerianaceae,Patrinia scabiosifolia,native,N,herbaceous,valley_flatland
Caryophyllaceae,Dianthus chinensis,native,N,herbaceous,valley_flatland
Poaceae,Cymbopogon goeringii,native,N,herbaceous,lower_slope
Liliaceae,Veratrum oxysepalum,native,N,herbaceous,lower_slope
Urticaceae,Boehmeria japonica,native,N,herbaceous,upper_slope
Fabaceae,Hylodesmum podocarpum subsp. oxyphyllum,native,N,herbaceous,lower_slope
Asteraceae,Aster subulatus,exotic,N,herbaceous,lower_slope
Rubiaceae,Galium bungei var. trachyspermum,native,N,herbaceous,ridge_summit
Polygonaceae,Persicaria sagittata var. sieboldii,native,N,herbaceous,valley_flatland
Cyperaceae,Carex laevissima,native,N,herbaceous,valley_flatland
Asteraceae,Cirsium pendulum,native,N,herbaceous,valley_flatland
Boraginaceae,Brachybotrys paridiformis,native,N,herbaceous,lower_slope
Ranunculaceae,Paeonia obovata,native,N,herbaceous,lower_slope
Campanulaceae,Campanula punctata,native,N,herbaceous,valley_flatland
Fabaceae,Lathyrus davidii,native,N,herbaceous,valley_flatland
Valerianaceae,Valeriana fauriei,native,N,herbaceous,valley_flatland
Saxifragaceae,Saxifraga fortunei var. alpina,native,NA,herbaceous,valley_flatland
Fumariaceae,Corydalis remota f. linearis,native,N,herbaceous,valley_flatland
Fumariaceae,Corydalis remota f. linearis,native,N,herbaceous,lower_slope
Saxifragaceae,Rodgersia podophylla,native,N,herbaceous,lower_slope
Ranunculaceae,Anemone reflexa,native,N,herbaceous,lower_slope
Lamiaceae,Salvia japonica,native,N,herbaceous,lower_slope
Polygonaceae,Persicaria filiformis,native,N,herbaceous,lower_slope
Polygonaceae,Persicaria hydropiper,native,N,herbaceous,lower_slope
Lamiaceae,Salvia plebeia,native,N,herbaceous,lower_slope
Geraniaceae,Geranium carolinianum,exotic,N,herbaceous,lower_slope
Polygonaceae,Persicaria perfoliata,native,N,herbaceous,lower_slope
Lamiaceae,Salvia plebeia,native,N,herbaceous,upper_slope
Poaceae,Avena fatua,exotic,N,herbaceous,upper_slope
Caryophyllaceae,Lychnis cognata,native,N,herbaceous,lower_slope
Equisetaceae,Equisetum hyemale,native,N,herbaceous,lower_slope
Liliaceae,Veratrum oxysepalum,native,N,herbaceous,upper_slope
Saxifragaceae,Chrysosplenium japonicum,native,N,herbaceous,upper_slope
Papaveraceae,Hylomecon vernalis,native,N,herbaceous,lower_slope
Rubiaceae,Galium maximowiczii,native,N,herbaceous,lower_slope
Fabaceae,Chamaecrista nomame,native,N,herbaceous,ridge_summit
Athyriaceae,Athyrium iseanum,native,N,herbaceous,lower_slope
Polygonaceae,Rumex acetosella,exotic,Y,herbaceous,upper_slope
Athyriaceae,Athyrium iseanum,native,N,herbaceous,upper_slope
Liliaceae,Tricyrtis macropoda,native,N,herbaceous,ridge_summit
Athyriaceae,Athyrium iseanum,native,N,herbaceous,ridge_summit
Thelypteridaceae,Thelypteris quelpartensis,native,N,herbaceous,upper_slope
Rubiaceae,Galium maximowiczii,native,N,herbaceous,valley_flatland
Asteraceae,Artemisia sylvatica,native,N,herbaceous,lower_slope
Dioscoreaceae,Dioscorea quinquelobata,native,N,herbaceous,upper_slope
Fabaceae,Vicia venosa,native,N,herbaceous,upper_slope
Fabaceae,Vicia venosa,native,N,herbaceous,ridge_summit
Liliaceae,Heloniopsis koreana,native,N,herbaceous,lower_slope
Asteraceae,Cirsium japonicum var. maackii,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria thunbergii,native,N,herbaceous,upper_slope
Cyperaceae,Carex dimorpholepis,native,N,herbaceous,upper_slope
Liliaceae,Trillium tschonoskii,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria muricata,native,N,herbaceous,lower_slope
Scrophulariaceae,Melampyrum setaceum var. nakaianum,native,N,herbaceous,ridge_summit
Dryopteridaceae,Dryopteris monticola,native,N,herbaceous,upper_slope
Athyriaceae,Athyrium sinense,native,N,herbaceous,valley_flatland
Athyriaceae,Athyrium acutipinnulum,native,N,herbaceous,upper_slope
Apiaceae,Dystaenia takesimana,native,N,herbaceous,upper_slope
Apiaceae,Anthriscus sylvestris,native,N,herbaceous,upper_slope
Asteraceae,Sonchus asper,exotic,N,herbaceous,upper_slope
Liliaceae,Maianthemum dilatatum,native,N,herbaceous,upper_slope
Dryopteridaceae,Arachniodes standishii,native,N,herbaceous,upper_slope
Ranunculaceae,Hepatica maxima,native,N,herbaceous,upper_slope
Liliaceae,Trillium camschatcense,native,N,herbaceous,upper_slope
Liliaceae,Trillium camschatcense,native,N,herbaceous,lower_slope
Dryopteridaceae,Arachniodes standishii,native,N,herbaceous,lower_slope
Rubiaceae,Galium odoratum,native,N,herbaceous,lower_slope
Apiaceae,Dystaenia takesimana,native,N,herbaceous,lower_slope
Liliaceae,Maianthemum dilatatum,native,N,herbaceous,lower_slope
Araceae,Arisaema takesimense,native,N,herbaceous,upper_slope
Liliaceae,Lilium hansonii,native,N,herbaceous,upper_slope
Rosaceae,Duchesnea indica,native,N,herbaceous,lower_slope
Liliaceae,Lilium hansonii,native,N,herbaceous,lower_slope
Athyriaceae,Athyrium acutipinnulum,native,N,herbaceous,lower_slope
Apiaceae,Dystaenia takesimana,native,N,herbaceous,valley_flatland
Athyriaceae,Athyrium acutipinnulum,native,N,herbaceous,valley_flatland
Valerianaceae,Valeriana dageletiana,native,N,herbaceous,valley_flatland
Rosaceae,Duchesnea indica,native,N,herbaceous,valley_flatland
Asteraceae,Aster pseudoglehnii,native,NA,herbaceous,lower_slope
Araceae,Arisaema takesimense,native,N,herbaceous,lower_slope
Fabaceae,Vicia sativa,native,N,herbaceous,upper_slope
Asteraceae,Aster pseudoglehnii,native,NA,herbaceous,upper_slope
Onagraceae,Oenothera biennis,exotic,N,herbaceous,upper_slope
Asteraceae,Lactuca indica,native,N,herbaceous,upper_slope
Poaceae,Sasa quelpaertensis,native,N,herbaceous,NA
Rubiaceae,Mitchella undulata,native,N,herbaceous,NA
Polypodiaceae,Selliguea hastata,native,N,herbaceous,NA
Asteraceae,Ainsliaea apiculata,native,N,herbaceous,NA
Dryopteridaceae,Dryopteris erythrosora,native,N,herbaceous,NA
Lycopodiaceae,Huperzia miyoshiana,native,N,herbaceous,NA
Onocleaceae,Onoclea sensibilis,native,N,herbaceous,NA
Lycopodiaceae,Huperzia serrata,native,N,herbaceous,NA
Vitaceae,Cayratia japonica,native,N,herbaceous,NA
Violaceae,Viola albida var. chaerophylloides,native,N,herbaceous,NA
Araceae,Arisaema amurense f. serratum,native,N,herbaceous,NA
Poaceae,Oplismenus undulatifolius,native,N,herbaceous,NA
Dryopteridaceae,Dryopteris crassirhizoma,native,N,herbaceous,NA
Dryopteridaceae,Polystichum tripteron,native,N,herbaceous,NA
Ophioglossaceae,Botrychium ternatum,native,NA,herbaceous,NA
Dryopteridaceae,Dryopteris lacera,native,NA,herbaceous,NA
Caryophyllaceae,Pseudostellaria heterophylla,native,N,herbaceous,NA
Orchidaceae,Goodyera schlechtendaliana,native,N,herbaceous,NA
Dryopteridaceae,Arachniodes aristatissima,native,N,herbaceous,NA
Polypodiaceae,Lemmaphyllum microphyllum,native,N,herbaceous,NA
Fabaceae,Hylodesmum podocarpum subsp. oxyphyllum,native,N,herbaceous,NA
Ranunculaceae,Semiaquilegia adoxoides,native,N,herbaceous,NA
Pteridaceae,Coniogramme intermedia,native,N,herbaceous,NA
Dryopteridaceae,Cyrtomium fortunei,native,N,herbaceous,NA
Orchidaceae,Calanthe discolor,native,N,herbaceous,NA
Amaranthaceae,Achyranthes bidentata var. japonica,native,N,herbaceous,NA
Araceae,Arisaema ringens,native,N,herbaceous,NA
Dioscoreaceae,Dioscorea septemloba,native,N,herbaceous,NA
Poaceae,Diarrhena japonica,native,N,herbaceous,NA
Cyperaceae,Carex humilis var. nana,native,N,herbaceous,NA
Polygonaceae,Persicaria filiformis,native,N,herbaceous,NA
Dioscoreaceae,Dioscorea polystachya,native,N,herbaceous,NA
Rosaceae,Duchesnea indica,native,N,herbaceous,NA
Liliaceae,Ophiopogon jaburan,native,N,herbaceous,NA
Violaceae,Viola mandshurica,native,N,herbaceous,NA
Fabaceae,Hylodesmum podocarpum,native,N,herbaceous,NA
Urticaceae,Pilea japonica,native,N,herbaceous,NA
Woodsiaceae,Woodsia polystichoides,native,N,herbaceous,NA
Cucurbitaceae,Gynostemma pentaphyllum,native,N,herbaceous,NA
Cucurbitaceae,Trichosanthes kirilowii,native,N,herbaceous,NA
Polypodiaceae,Lepisorus ussuriensis,native,N,herbaceous,NA
Dennstaedtiaceae,Pteridium aquilinum var. latiusculum,native,N,herbaceous,NA
Pyrolaceae,Pyrola japonica,native,N,herbaceous,NA
Euphorbiaceae,Mercurialis leiocarpa,native,N,herbaceous,NA
Dryopteridaceae,Polystichum ovato-paleaceum var. coraiense,native,N,herbaceous,NA
Liliaceae,Polygonatum odoratum var. pluriflorum,native,N,herbaceous,NA
Athyriaceae,Athyrium yokoscense,native,N,herbaceous,NA
Polygonaceae,Persicaria hastatosagittata,native,N,herbaceous,NA
Chloranthaceae,Chloranthus fortunei,native,N,herbaceous,NA
Ranunculaceae,Aconitum jaluense,native,N,herbaceous,NA
Urticaceae,Boehmeria tricuspis,native,N,herbaceous,NA
Violaceae,Viola acuminata,native,N,herbaceous,NA
Dennstaedtiaceae,Dennstaedtia wilfordii,native,N,herbaceous,NA
Violaceae,Viola collina,native,NA,herbaceous,NA
Orchidaceae,Cephalanthera longibracteata,native,N,herbaceous,NA
Phrymaceae,Phryma leptostachya var. oblongifolia,native,N,herbaceous,NA
Asteraceae,Artemisia indica,native,N,herbaceous,NA
Rosaceae,Agrimonia pilosa,native,N,herbaceous,NA
Fumariaceae,Corydalis ochotensis,native,N,herbaceous,NA
Dryopteridaceae,Arachniodes standishii,native,N,herbaceous,NA
Lamiaceae,Isodon inflexus,native,N,herbaceous,NA
Polygonaceae,Persicaria hydropiper,native,N,herbaceous,upper_slope
Fabaceae,Trifolium pratense,exotic,N,herbaceous,valley_flatland
Liliaceae,Barnardia japonica,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria senticosa,native,N,herbaceous,valley_flatland
Asteraceae,Youngia japonica subsp. elstonii,native,N,herbaceous,lower_slope
Liliaceae,Veratrum maackii,native,N,herbaceous,lower_slope
Apiaceae,Angelica amurensis,native,N,herbaceous,upper_slope
Athyriaceae,Cornopteris crenulato-serrulata,native,N,herbaceous,upper_slope
Poaceae,Microstegium vimineum,native,N,herbaceous,valley_flatland
Juncaceae,Juncus tenuis,native,N,herbaceous,valley_flatland
Lamiaceae,Stachys japonica,native,N,herbaceous,valley_flatland
Poaceae,Phragmites japonicus,native,N,herbaceous,lower_slope
Cyperaceae,Scirpus radicans,native,N,herbaceous,lower_slope
Apiaceae,Angelica amurensis,native,N,herbaceous,lower_slope
Cyperaceae,Carex dimorpholepis,native,N,herbaceous,lower_slope
Liliaceae,Allium macrostemon,native,N,herbaceous,lower_slope
Ranunculaceae,Ranunculus japonicus,native,N,herbaceous,upper_slope
Asteraceae,Ixeridium dentatum,native,N,herbaceous,valley_flatland
Asteraceae,Ixeridium dentatum f. amplifolia,native,N,herbaceous,valley_flatland
Rosaceae,Duchesnea indica,native,N,herbaceous,upper_slope
Urticaceae,Urtica laetevirens,native,N,herbaceous,lower_slope
Plagiogyriaceae,Plagiogyria euphlebia,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris gymnophylla,native,N,herbaceous,upper_slope
Liliaceae,Polygonatum humile,native,N,herbaceous,lower_slope
Polygonaceae,Persicaria maculosa,native,N,herbaceous,lower_slope
Dryopteridaceae,Dryopteris hondoensis,native,N,herbaceous,lower_slope
Thelypteridaceae,Thelypteris beddomei,native,N,herbaceous,lower_slope
Polygonaceae,Persicaria longiseta,native,N,herbaceous,upper_slope
Poaceae,Pseudosasa japonica,native,N,herbaceous,ridge_summit
Solanaceae,Solanum nigrum,exotic,N,herbaceous,ridge_summit
Cucurbitaceae,Melothria japonica,native,N,herbaceous,ridge_summit
Rosaceae,Potentilla centigrana,native,N,herbaceous,upper_slope
Urticaceae,Girardinia diversifolia subsp. suborbiculata,native,N,herbaceous,valley_flatland
Primulaceae,Androsace umbellata,native,N,herbaceous,upper_slope
Rubiaceae,Galium aparine,exotic,N,herbaceous,lower_slope
Poaceae,Bothriochloa ischaemum,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria senticosa,native,N,herbaceous,ridge_summit
Lamiaceae,Salvia japonica,native,N,herbaceous,ridge_summit
Geraniaceae,Geranium carolinianum,exotic,N,herbaceous,ridge_summit
Fumariaceae,Corydalis pallida,native,N,herbaceous,ridge_summit
Poaceae,Pseudosasa japonica,native,N,herbaceous,upper_slope
Liliaceae,Veratrum maackii,native,N,herbaceous,upper_slope
Araliaceae,Aralia cordata var. continentalis,native,N,herbaceous,ridge_summit
Liliaceae,Maianthemum japonicum,native,N,herbaceous,ridge_summit
Liliaceae,Veratrum maackii,native,N,herbaceous,ridge_summit
Asteraceae,Ligularia fischeri,native,N,herbaceous,ridge_summit
Campanulaceae,Adenophora remotiflora,native,N,herbaceous,lower_slope
Asteraceae,Parasenecio auriculatus var. matsumurana,native,N,herbaceous,lower_slope
Poaceae,Glyceria leptolepis,native,N,herbaceous,valley_flatland
Asteraceae,Aster pilosus,exotic,Y,herbaceous,ridge_summit
Poaceae,Echinochloa crus-galli,native,N,herbaceous,lower_slope
Poaceae,Schizachyrium brevifolium,native,N,herbaceous,upper_slope
Poaceae,Festuca arundinacea,exotic,N,herbaceous,upper_slope
Polygonaceae,Persicaria longiseta,native,N,herbaceous,lower_slope
Geraniaceae,Geranium thunbergii,native,N,herbaceous,valley_flatland
Araceae,Arisaema thunbergii,native,N,herbaceous,lower_slope
Ranunculaceae,Aconitum longecassidatum,native,N,herbaceous,lower_slope
Dennstaedtiaceae,Dennstaedtia hirsuta,native,N,herbaceous,lower_slope
Osmundaceae,Osmunda cinnamomea,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria posumbu,native,N,herbaceous,valley_flatland
Araceae,Arisaema thunbergii,native,N,herbaceous,upper_slope
Poaceae,Agrostis clavata var. nukabo,native,N,herbaceous,valley_flatland
Cyperaceae,Carex breviculmis,native,N,herbaceous,valley_flatland
Primulaceae,Androsace umbellata,native,N,herbaceous,valley_flatland
Cyperaceae,Scirpus radicans,native,N,herbaceous,valley_flatland
Rosaceae,Potentilla kleiniana,native,N,herbaceous,valley_flatland
Poaceae,Diarrhena koryoensis,native,N,herbaceous,upper_slope
Cyperaceae,Carex conica,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria praetermissa,native,N,herbaceous,upper_slope
Polygonaceae,Persicaria viscosa,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris fuscipes,native,N,herbaceous,upper_slope
Orchidaceae,Gastrodia pubilabiata,native,N,herbaceous,upper_slope
Dryopteridaceae,Leptorumohra borealis,native,N,herbaceous,upper_slope
Poaceae,Poa acroleuca,native,N,herbaceous,upper_slope
Asteraceae,Rhynchospermum verticillatum,native,N,herbaceous,upper_slope
Orchidaceae,Gastrodia pubilabiata,native,N,herbaceous,valley_flatland
Cyperaceae,Carex conica,native,N,herbaceous,valley_flatland
Polygonaceae,Persicaria viscosa,native,N,herbaceous,valley_flatland
Poaceae,Poa acroleuca,native,N,herbaceous,valley_flatland
Thelypteridaceae,Thelypteris japonica,native,N,herbaceous,valley_flatland
Orchidaceae,Goodyera schlechtendaliana,native,N,herbaceous,valley_flatland
Poaceae,Lophatherum gracile,native,N,herbaceous,valley_flatland
Orchidaceae,Liparis makinoana,native,N,herbaceous,upper_slope
Thelypteridaceae,Leptogramma pozoi subsp. mollisima,native,N,herbaceous,valley_flatland
Poaceae,Diarrhena koryoensis,native,N,herbaceous,valley_flatland
Lycopodiaceae,Huperzia serrata,native,N,herbaceous,valley_flatland
Campanulaceae,Peracarpa carnosa,native,N,herbaceous,valley_flatland
Dryopteridaceae,Polystichum polyblepharum,native,N,herbaceous,valley_flatland
Liliaceae,Veratrum oxysepalum,native,N,herbaceous,valley_flatland
Dryopteridaceae,Dryopteris nipponensis,native,N,herbaceous,upper_slope
Orchidaceae,Goodyera velutina,native,N,herbaceous,upper_slope
Dryopteridaceae,Dryopteris nipponensis,native,N,herbaceous,lower_slope
Poaceae,Arundinella hirta,native,N,herbaceous,NA
Thelypteridaceae,Thelypteris palustris,native,N,herbaceous,NA
Liliaceae,Smilax nipponica,native,N,herbaceous,NA
Asteraceae,Dendranthema zawadskii var. latilobum,native,N,herbaceous,NA
Dryopteridaceae,Dryopteris varia,native,N,herbaceous,NA
Lamiaceae,Scutellaria indica,native,N,herbaceous,NA
Primulaceae,Lysimachia clethroides,native,N,herbaceous,NA
Violaceae,Viola rossii,native,N,herbaceous,NA
Chloranthaceae,Chloranthus japonicus,native,N,herbaceous,NA
Cyperaceae,Carex lanceolata,native,N,herbaceous,NA
Rutaceae,Dictamnus dasycarpus,native,N,herbaceous,NA
Liliaceae,Convallaria keiskei,native,N,herbaceous,NA
Campanulaceae,Adenophora triphylla var. japonica,native,N,herbaceous,NA
Dryopteridaceae,Dryopteris chinensis,native,N,herbaceous,NA
Athyriaceae,Deparia japonica,native,N,herbaceous,NA
Liliaceae,Veratrum oxysepalum,native,N,herbaceous,ridge_summit
Poaceae,Molinia japonica,native,N,herbaceous,upper_slope
Ranunculaceae,Anemone narcissiflora,native,N,herbaceous,valley_flatland
Poaceae,Diarrhena japonica,native,N,herbaceous,ridge_summit
Asteraceae,Parasenecio firmus,native,N,herbaceous,upper_slope
Campanulaceae,Adenophora stricta,native,N,herbaceous,upper_slope
Asteraceae,Parasenecio adenostyloides,native,N,herbaceous,upper_slope
Liliaceae,Veratrum maackii,native,N,herbaceous,valley_flatland
Asteraceae,Parasenecio auriculatus var. matsumurana,native,N,herbaceous,valley_flatland
Liliaceae,Trillium tschonoskii,native,N,herbaceous,valley_flatland
Ranunculaceae,Eranthis stellata,native,N,herbaceous,valley_flatland
Ranunculaceae,Anemone raddeana,native,N,herbaceous,valley_flatland
Onocleaceae,Onoclea sensibilis,native,N,herbaceous,valley_flatland
Oxalidaceae,Oxalis obtriangulata,native,N,herbaceous,upper_slope
Asteraceae,Carpesium macrocephalum,native,N,herbaceous,ridge_summit
Asteraceae,Carpesium macrocephalum,native,N,herbaceous,lower_slope
Athyriaceae,Deparia pycnosora var. albosquamata,native,NA,herbaceous,valley_flatland
Dryopteridaceae,Polystichum retrosopaleaceum,native,N,herbaceous,valley_flatland
Saxifragaceae,Saxifraga oblongifolia,native,N,herbaceous,valley_flatland
Solanaceae,Scopolia japonica,native,N,herbaceous,lower_slope
Liliaceae,Trillium camschatcense,native,N,herbaceous,valley_flatland
Apiaceae,Peucedanum terebinthaceum var. deltoideum,native,N,herbaceous,valley_flatland
Athyriaceae,Deparia pycnosora var. albosquamata,native,NA,herbaceous,upper_slope
Saxifragaceae,Saxifraga oblongifolia,native,N,herbaceous,upper_slope
Brassicaceae,Cardamine leucantha,native,N,herbaceous,ridge_summit
Valerianaceae,Valeriana fauriei,native,N,herbaceous,ridge_summit
Campanulaceae,Campanula punctata,native,N,herbaceous,ridge_summit
Papaveraceae,Hylomecon vernalis,native,N,herbaceous,ridge_summit
Rubiaceae,Galium kamtschaticum,native,N,herbaceous,ridge_summit
Asteraceae,Adenocaulon himalaicum,native,N,herbaceous,ridge_summit
Athyriaceae,Deparia pycnosora var. albosquamata,native,NA,herbaceous,lower_slope
Ranunculaceae,Anemone narcissiflora,native,N,herbaceous,lower_slope
Cyperaceae,Carex egena,native,N,herbaceous,upper_slope
Apiaceae,Peucedanum terebinthaceum var. deltoideum,native,N,herbaceous,upper_slope
Polygonaceae,Fallopia ciliinervis,native,N,herbaceous,lower_slope
Boraginaceae,Trigonotis icumae,native,N,herbaceous,lower_slope
Polygonaceae,Fallopia ciliinervis,native,N,herbaceous,upper_slope
Asteraceae,Crepidiastrum chelidoniifolium,native,N,herbaceous,ridge_summit
Athyriaceae,Deparia pterorachis,native,N,herbaceous,lower_slope
Liliaceae,Polygonatum falcatum,native,N,herbaceous,lower_slope
Fabaceae,Glycine soja,native,N,herbaceous,ridge_summit
Polygonaceae,Persicaria longiseta,native,N,herbaceous,ridge_summit
Polygonaceae,Persicaria hydropiper,native,N,herbaceous,ridge_summit
Asteraceae,Achillea alpina,native,N,herbaceous,ridge_summit
Asteraceae,Petasites japonicus,native,N,herbaceous,ridge_summit
Fumariaceae,Corydalis pauciovulata,native,N,herbaceous,valley_flatland
Rosaceae,Aruncus dioicus var. kamtschaticus,native,N,herbaceous,valley_flatland
Poaceae,Molinia japonica,native,N,herbaceous,lower_slope
Asteraceae,Cirsium japonicum var. maackii,native,N,herbaceous,lower_slope
Poaceae,Themeda triandra,native,N,herbaceous,lower_slope
Liliaceae,Veratrum nigrum,native,N,herbaceous,lower_slope
Caryophyllaceae,Pseudostellaria setulosa,native,N,herbaceous,upper_slope
Brassicaceae,Thlaspi arvense,exotic,N,herbaceous,upper_slope
Lamiaceae,Mentha canadensis,native,N,herbaceous,upper_slope
Asteraceae,Ixeridium dentatum f. amplifolia,native,N,herbaceous,lower_slope
Cyperaceae,Cyperus amuricus,native,N,herbaceous,upper_slope
Poaceae,Microstegium vimineum,native,N,herbaceous,ridge_summit
Convolvulaceae,Ipomoea purpurea,exotic,N,herbaceous,upper_slope
Polygonaceae,Persicaria viscosa,native,N,herbaceous,ridge_summit
Chenopodiaceae,Chenopodium album,exotic,N,herbaceous,ridge_summit
Polygonaceae,Persicaria thunbergii,native,N,herbaceous,ridge_summit
Polygonaceae,Persicaria conspicua,native,N,herbaceous,upper_slope
Lamiaceae,Glechoma grandis,native,N,herbaceous,lower_slope
Asteraceae,Youngia japonica subsp. elstonii,native,N,herbaceous,upper_slope
Violaceae,Viola lactiflora,native,N,herbaceous,valley_flatland
Ranunculaceae,Hepatica maxima,native,N,herbaceous,ridge_summit
Liliaceae,Maianthemum dilatatum,native,N,herbaceous,ridge_summit
Rubiaceae,Mitchella undulata,native,N,herbaceous,ridge_summit
Araceae,Arisaema serratum,native,N,herbaceous,ridge_summit
Asteraceae,Saussurea macrolepis,native,N,herbaceous,ridge_summit
Violaceae,Viola kusanoana,native,N,herbaceous,ridge_summit
Violaceae,Viola kusanoana,native,N,herbaceous,upper_slope
Ranunculaceae,Hepatica maxima,native,N,herbaceous,lower_slope
Liliaceae,Disporum sessile,native,N,herbaceous,lower_slope
Liliaceae,Allium ochotense,native,N,herbaceous,lower_slope
Poaceae,Sasa kurilensis,native,N,herbaceous,lower_slope
Asteraceae,Solidago virgaurea subsp. gigantea,native,N,herbaceous,lower_slope
Asteraceae,Solidago virgaurea subsp. gigantea,native,N,herbaceous,upper_slope
Liliaceae,Allium ochotense,native,N,herbaceous,upper_slope
Liliaceae,Allium ochotense,native,N,herbaceous,ridge_summit
Rubiaceae,Galium odoratum,native,N,herbaceous,ridge_summit
Asteraceae,Saussurea grandifolia,native,N,herbaceous,ridge_summit
Apiaceae,Dystaenia takesimana,native,N,herbaceous,ridge_summit
Vitaceae,Cayratia japonica,native,N,herbaceous,ridge_summit
Liliaceae,Disporum sessile,native,N,herbaceous,ridge_summit
Scrophulariaceae,Scrophularia takesimensis,native,N,herbaceous,upper_slope
Cyperaceae,Carex blepharicarpa,native,N,herbaceous,upper_slope
Crassulaceae,Sedum takesimense,native,N,herbaceous,upper_slope
Asteraceae,Aster pseudoglehnii,native,NA,herbaceous,ridge_summit
Liliaceae,Disporum sessile,native,N,herbaceous,upper_slope
Dryopteridaceae,Polystichum retrosopaleaceum,native,N,herbaceous,upper_slope
Poaceae,Sasa kurilensis,native,N,herbaceous,upper_slope
Fabaceae,Hylodesmum oldhamii,native,N,herbaceous,ridge_summit
Caryophyllaceae,Lychnis cognata,native,N,herbaceous,ridge_summit
Polygonaceae,Fallopia multiflora,exotic,N,herbaceous,valley_flatland
Asteraceae,Parasenecio auriculatus var. kamtschaticus,native,N,herbaceous,valley_flatland
Fabaceae,Hylodesmum oldhamii,native,N,herbaceous,lower_slope
Cyperaceae,Carex wahuensis var. robusta,native,N,herbaceous,lower_slope
Cucurbitaceae,Trichosanthes kirilowii,native,N,herbaceous,valley_flatland
Polypodiaceae,Pyrrosia lingua,native,N,herbaceous,lower_slope
Pteridaceae,Coniogramme intermedia,native,N,herbaceous,ridge_summit
Asteraceae,Hypochaeris radicata,exotic,Y,herbaceous,ridge_summit
Cyperaceae,Cyperus amuricus,native,N,herbaceous,ridge_summit
Asteraceae,Youngia japonica subsp. elstonii,native,N,herbaceous,ridge_summit
Thelypteridaceae,Thelypteris glanduligera,native,N,herbaceous,ridge_summit
Polypodiaceae,Pyrrosia lingua,native,N,herbaceous,ridge_summit
Polygonaceae,Rumex crispus,exotic,N,herbaceous,ridge_summit
Onagraceae,Oenothera glazioviana,exotic,N,herbaceous,valley_flatland
Asteraceae,Hypochaeris radicata,exotic,Y,herbaceous,valley_flatland
Thelypteridaceae,Thelypteris glanduligera,native,N,herbaceous,valley_flatland
Pteridaceae,Coniogramme intermedia,native,N,herbaceous,upper_slope
Asteraceae,Ainsliaea apiculata,native,N,herbaceous,valley_flatland
Violaceae,Viola boissieuana,native,N,herbaceous,valley_flatland
Polypodiaceae,Lepisorus thunbergianus,native,N,herbaceous,valley_flatland
Araceae,Arisaema ringens,native,N,herbaceous,ridge_summit
Dryopteridaceae,Dryopteris erythrosora,native,N,herbaceous,ridge_summit
Violaceae,Viola grypoceras,native,N,herbaceous,ridge_summit
Ophioglossaceae,Botrychium virginianum,native,N,herbaceous,ridge_summit
Orchidaceae,Lecanorchis japonica,native,N,herbaceous,upper_slope
Pyrolaceae,Monotropa uniflora,native,N,herbaceous,upper_slope
Gentianaceae,Tripterospermum japonicum,native,N,herbaceous,upper_slope
Poaceae,Sasa quelpaertensis,native,N,herbaceous,ridge_summit
