species,category,growth_type,height_m,SLA_mm2_mg.1,seed_dry_mass_mg,upper_slope,lower_slope,ridge_summit,valley_flatland,NA
Rhynchospermum verticillatum,Aster_native,herbaceous,0.6637606432632058,24.69301909313296,1.2737258398596387,1,0,0,1,0
Liparis makinoana,native,herbaceous,0.3541284559626419,25.36436555821317,6.95833489725477,1,0,0,1,0
Peracarpa carnosa,native,herbaceous,0.19748852103541337,25.4115372735614,0.6407815332531345,0,0,0,1,0
Dryopteris nipponensis,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,1,1,0,0,0
Goodyera velutina,native,herbaceous,0.38086412839591693,26.07479553542971,7.8898480936830255,1,0,0,0,0
Molinia japonica,native,herbaceous,0.5947302840213952,20.743884339116928,0.44853537554340206,1,1,1,1,0
Anemone narcissiflora,native,herbaceous,0.17765673679679303,32.68786552013654,2.712641371936664,0,1,0,1,0
Adenophora stricta,native,herbaceous,0.21415605257824552,33.33847092827004,0.4905662158865855,1,0,0,0,0
Parasenecio adenostyloides,Aster_native,herbaceous,0.6561639316393817,30.809328522347318,1.0841267426538055,1,0,0,0,0
Eranthis stellata,native,herbaceous,0.3592626730047713,29.010961129711394,2.562222640975122,0,0,0,1,0
Anemone raddeana,native,herbaceous,0.17765673679679303,32.68786552013654,2.5727173680156947,1,1,0,1,0
Polystichum retrosopaleaceum,native,herbaceous,0.5778434569761622,27.392780705207922,1.3638697349438371,1,0,0,1,0
Saxifraga oblongifolia,native,herbaceous,0.21827029637819836,36.98255223555586,0.2881103606125534,1,0,0,1,0
Carex egena,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,0,0,0,0
Fallopia ciliinervis,native,herbaceous,0.936289628713435,31.918919237027122,1.60615012848979,1,1,0,0,0
Corydalis pauciovulata,native,herbaceous,0.3178420669312345,32.352315804366235,2.0148749074355203,0,0,0,1,0
Veratrum nigrum,native,herbaceous,0.3031769418360545,33.02330372010972,24.12423353537677,0,1,0,0,0
Mentha canadensis,native,herbaceous,0.26139718548569635,23.368023556551925,0.5294218255415752,1,0,0,0,0
Persicaria conspicua,native,herbaceous,0.6456760714348311,37.65683165121168,2.9548116854221687,1,0,0,0,0
Glechoma grandis,native,herbaceous,0.26139718548569635,23.389854177397183,0.5316089966064151,0,1,0,0,0
Saussurea macrolepis,Aster_native,herbaceous,0.890367424667546,21.928666557232876,2.535841241199409,0,0,1,0,0
Viola kusanoana,native,herbaceous,0.12434028800092083,34.292362779252706,1.5072401994438012,1,0,1,0,0
Disporum sessile,native,herbaceous,0.3047884538895177,32.965503362804284,19.77428772608685,1,1,1,1,0
Allium ochotense,native,herbaceous,0.3146214146420656,23.7693819674395,4.883785673431604,1,1,1,0,0
Sasa kurilensis,native,herbaceous,2.602852983818602,15.64480718340631,0.576839820754079,1,1,0,0,0
Scrophularia takesimensis,native,herbaceous,0.2872240694945424,27.3741629615945,0.3854900757827628,1,0,0,0,0
Carex blepharicarpa,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,1,0,0,0,0
Sedum takesimense,native,herbaceous,0.22447944474349474,37.66586985064038,0.2881103606125534,1,0,0,0,0
Pyrrosia lingua,native,herbaceous,0.6735012794690903,27.24757719592998,1.3661430008949371,0,1,1,0,0
Hypochaeris radicata,Aster_exotic,herbaceous,0.9156582415645451,24.14080840663414,0.2807119012846812,0,0,1,1,0
Viola boissieuana,native,herbaceous,0.20422938231341997,38.30269566770396,0.3686270851542604,0,0,0,1,0
Botrychium virginianum,native,herbaceous,0.3252994301826274,29.875208001483383,3.1284859733572374,0,0,1,0,0
Lecanorchis japonica,native,herbaceous,0.4960024344945759,25.32102585109342,7.188382058243233,1,0,0,0,0
Tripterospermum japonicum,native,herbaceous,1.0147696063169254,26.9631860157987,0.2427633285076717,1,0,0,0,0
Strobilanthes oliganthus,native,herbaceous,0.37348060247083437,22.826362930270985,0.3288819487143279,0,0,1,0,0
Hypolepis punctata,native,herbaceous,0.3852154455230161,26.13018229400172,2.1642633589692,0,0,0,1,0
Adonis multiflora,native,herbaceous,0.19969056034467508,32.4635172054699,2.6935848963965188,0,0,0,1,0
Tipularia japonica,native,herbaceous,0.3468818563023516,25.18518764092874,6.849255263971899,0,0,0,1,0
Mazus pumilus,native,herbaceous,0.3642235882799724,22.50313103109647,0.24907897005295543,0,0,0,1,0
Cephalanthera falcata,native,herbaceous,0.37497876980863715,25.362556689054404,6.41582896230077,0,0,0,1,0
Cephalanthera subaphylla,native,herbaceous,0.3758805944951166,26.07272979806407,7.555219542429805,0,0,0,1,0
Goodyera maximowicziana,native,herbaceous,0.38644465686735463,26.07479553542971,7.555219542429805,0,0,0,1,0
Galium trifidum,native,herbaceous,0.6757616882204848,28.115323133660713,0.443152438885616,1,0,0,1,0
Goodyera biflora,native,herbaceous,0.38644465686735463,26.07479553542971,7.555219542429805,1,0,0,0,0
Calanthe sieboldii,native,herbaceous,0.35102503369544535,25.247048530518285,6.849180312652181,0,0,0,1,0
Codonopsis ussuriensis,native,herbaceous,0.19397410528913736,25.791645530445276,0.6710387598256718,0,0,1,0,0
Calanthe reflexa,native,herbaceous,0.35102503369544535,25.247048530518285,6.87684020047729,1,0,0,1,0
Platanthera hologlottis,native,herbaceous,0.4300417205610472,25.38807741093562,7.697090702999542,1,0,0,0,0
Pyrrosia hastata,native,herbaceous,0.6735012794690903,27.24757719592998,1.3661430008949371,0,0,0,1,0
Ageratina altissima,Aster_exotic,herbaceous,2.4012349671755864,12.647767690342755,0.36855758284285983,1,1,1,1,0
Hypodematium glanduloso-pilosum,native,herbaceous,0.7088392497574991,28.066214519466016,1.1901931863046862,1,1,0,0,0
Persicaria lapathifolia,native,herbaceous,0.674355701551869,38.62508275743871,2.9277579895798875,1,0,0,1,0
Lophatherum sinense,native,herbaceous,0.4348622353935781,21.50372491384668,0.4853607672160027,0,1,0,0,0
Corydalis heterocarpa,native,herbaceous,0.32269199405820537,31.61849003138039,2.191884862351129,1,1,0,1,0
Sanicula rubriflora,native,herbaceous,0.44755590870435186,41.25189412842452,1.4699614265252896,0,1,0,1,0
Potamogeton distinctus,native,herbaceous,0.3697913794812948,35.13157095640494,9.321081977759368,0,1,0,0,0
Allium monanthum,native,herbaceous,0.3196793451006502,23.620927043420423,3.469976455405198,0,1,0,1,0
Athyrium concinnum,native,herbaceous,0.7619026013317028,26.67005911854854,1.3940271732369396,1,0,0,0,0
Astilboides tabularis,native,herbaceous,0.2188775865305466,35.91291533643587,0.33884168386121,0,0,0,1,0
Polystichum craspedosorum,native,herbaceous,0.5778434569761622,27.392780705207922,1.3638697349438371,0,0,0,1,0
Thalictrum uchiyamae,native,herbaceous,0.36127241406350896,28.72500487513106,2.2730002139876304,1,0,0,0,0
Schizopepon bryoniifolius,native,herbaceous,0.7166764259660776,26.571605885317286,3.3974881616066854,1,0,0,0,0
Carpesium triste,Aster_native,herbaceous,0.5225315941620675,28.53852050905493,0.3332226326255263,1,0,0,0,0
Cardamine scutata,native,herbaceous,0.25673948113640865,35.90453782090299,0.16770741509273712,0,1,0,0,0
Hosta clausa,native,herbaceous,0.30985270425285855,23.48318677838742,3.798129390169399,0,1,0,0,0
Gypsophila oldhamiana,native,herbaceous,0.36541920256484267,28.0509711736671,0.22302055894309464,0,0,1,1,0
Artemisia codonocephala,Aster_native,herbaceous,1.0531557409252574,14.951648010361941,0.06003626668862904,0,0,0,1,0
Artemisia selengensis,Aster_native,herbaceous,1.0531557409252574,14.951648010361941,0.06003626668862904,0,0,0,1,0
Carex miyabei,native,herbaceous,0.11974588141743799,28.572513809833527,0.43636723941057604,0,0,0,1,0
Megaleranthis saniculifolia,native,herbaceous,0.32709676620919403,29.873443854218717,2.0823820908115658,1,0,0,0,0
Impatiens textorii,native,herbaceous,0.3269367352388091,29.618187470922653,1.221172011013688,1,0,0,1,0
Streptopus koreanus,native,herbaceous,0.29014292335969205,32.95156020191196,20.31571001193135,1,0,0,0,0
Carex vesicaria,native,herbaceous,0.19000719954083112,22.115818114094626,0.9549256943152046,0,0,0,1,0
Symplocarpus nipponicus,native,herbaceous,0.38503586029724896,35.15201710015752,10.239095193262417,0,1,0,0,0
Caltha palustris,native,herbaceous,0.2622916370959571,29.873280452963122,2.55635244781095,0,1,0,0,0
Digitaria ciliaris,native,herbaceous,0.5059897019027253,27.585072790988743,1.554283939772705,1,0,0,1,0
Chrysosplenium barbatum,native,herbaceous,0.2188775865305466,35.91291533643587,0.33884168386121,1,0,0,1,0
Cimicifuga austrokoreana,native,herbaceous,0.32411720333407956,29.78551058501811,2.0969671051519265,0,0,0,1,0
Clinopodium gracile,native,herbaceous,0.26139718548569635,23.368023556551925,0.5294218255415752,0,0,0,1,0
Corydalis alata,native,herbaceous,0.3178420669312345,32.352315804366235,2.0148749074355203,1,0,0,0,0
Paeonia lactiflora,native,herbaceous,0.22597904595045018,36.51556949802599,0.4442682342501166,0,0,0,1,0
Dryopteris maximowiczii,native,herbaceous,0.5565432791699102,26.937084495541214,1.3432687595218122,0,0,0,1,0
Centipeda minima,Aster_native,herbaceous,0.629812177517019,30.995829564926375,0.2113032854715314,0,0,0,1,0
Polygonatum sibiricum,native,herbaceous,0.26269475424357525,23.856357505072562,17.48333376415367,0,0,0,1,0
Nanocnide japonica,native,herbaceous,0.2429268746196292,37.0655601208146,5.455940715807742,0,0,0,1,0
Pseudolysimachion longifolium,native,herbaceous,0.2872240694945424,27.3741629615945,0.3854900757827628,1,0,0,0,0
Geranium knuthii,native,herbaceous,0.41384005588134043,28.879669504611638,2.06258065844087,1,0,0,0,0
Anemone koraiensis,native,herbaceous,0.17765673679679303,32.68786552013654,2.5727173680156947,1,0,0,1,0
Scutellaria insignis,native,herbaceous,1.0143369395291075,20.701322649204492,0.22463643019632223,1,1,0,0,0
Polypodium vulgare,native,herbaceous,0.6962751388642305,27.092026321503386,1.3256857629349816,0,1,0,0,0
Polygonatum thunbergii,native,herbaceous,0.26269475424357525,23.856357505072562,17.48333376415367,1,0,0,1,0
Gymnocarpium dryopteris,native,herbaceous,0.7035343897855652,27.48231348333643,1.3512370489316858,1,0,0,0,0
Potentilla squamosa,native,herbaceous,0.1294068208811234,19.328048903197566,0.3612452917468215,0,1,0,0,0
Gentiana triflora,native,herbaceous,1.1522361387227662,26.73695085309739,0.22258235617553163,0,1,0,0,0
Saussurea conandrifolia,Aster_native,herbaceous,0.890367424667546,21.928666557232876,2.535841241199409,0,0,0,1,0
Fatoua villosa,native,herbaceous,0.393599109723946,31.331177108236453,6.629841000666873,0,0,0,1,0
Imperata cylindrica,native,herbaceous,1.06,17.424242424242497,0.200452716666667,0,0,0,1,0
Tagetes minuta,Aster_exotic,herbaceous,2.5001858154986643,11.389609516129884,0.8405980082381652,1,0,0,0,0
Eriochloa villosa,native,herbaceous,0.4741502485484114,27.920366090588892,1.2984712710096602,0,0,0,1,0
Pulsatilla cernua,native,herbaceous,0.1809947460648129,32.4635172054699,2.696430011904356,1,1,0,0,0
Calamagrostis purpurea,native,herbaceous,0.6080894881645111,16.32193149183317,0.7385656932231842,1,0,0,0,0
Artemisia lancea,Aster_native,herbaceous,1.0531557409252574,14.951648010361941,0.06003626668862904,1,0,0,0,0
Sanguisorba stipulata,native,herbaceous,0.4687850895840902,21.16969409900759,1.9037706877868354,1,0,0,0,0
Potentilla supina,native,herbaceous,0.113314295333255,19.210311345784262,0.19370814328602107,0,0,0,1,0
Pleurosoriopsis makinoi,native,herbaceous,0.6962751388642305,27.092026321503386,1.3256857629349816,1,0,0,0,0
Chrysosplenium flagelliferum,native,herbaceous,0.2215807448281574,36.022740656596106,0.34179970014206007,0,0,0,1,0
Lloydia triflora,native,herbaceous,0.3014193689834412,33.11000318209405,12.58442962143311,0,0,0,1,0
Erysimum amurense,native,herbaceous,0.40878151525716455,31.566665915017893,0.17757762193839935,0,1,0,1,0
Geranium wilfordii,native,herbaceous,0.4469076851087937,28.83050496011641,2.5440834763878315,1,0,0,0,0
